rpm,label
700,1
586,1
620,1
663,1
702,1
668,1
669,1
619,1
631,1
1418,1
647,1
644,1
494,1
596,1
561,1
517,1
568,1
610,1
593,1
487,1
672,1
-224,1
-269,1
540,1
583,1
580,1
506,1
588,1
529,1
-251,1
531,1
501,1
466,1
473,1
496,1
558,1
496,1
519,1
1265,1
541,1
467,1
535,1
555,1
595,1
506,1
482,1
534,1
501,1
522,1
502,1
475,1
544,1
-354,1
510,1
427,1
487,1
546,1
1422,1
1305,1
539,1
441,1
434,1
556,1
571,1
466,1
487,1
